,make,model,year,trim,mileage,price,monthly_payment,status,link
239,Kia,Optima,2013,EX,"66,586 miles","$16,990",['$322/mo'],None,www.carvana.com/vehicle/2365754
240,Dodge,Charger,2013,R/T,"52,162 miles","$23,990",['$478/mo'],None,www.carvana.com/vehicle/2492015
241,Kia,Forte,2015,LX,"57,470 miles","$15,990",['$307/mo'],None,www.carvana.com/vehicle/2293941
242,Kia,Forte,2016,SX,"40,277 miles","$18,990",['$358/mo'],None,www.carvana.com/vehicle/2406377
243,Dodge,Grand,2017,GT,"76,036 miles","$19,590",['$371/mo'],None,www.carvana.com/vehicle/2492144
244,Dodge,Journey,2018,Crossroad,"39,915 miles","$24,590",['$463/mo'],None,www.carvana.com/vehicle/2492112
245,Dodge,Durango,2014,SXT,"57,501 miles","$22,590",['$427/mo'],None,www.carvana.com/vehicle/2492133
246,Kia,Niro,2017,EX,"63,402 miles","$23,990",['$454/mo'],None,www.carvana.com/vehicle/2492088
247,Kia,Sorento,2011,LX,"90,213 miles","$14,990",['$299/mo'],None,www.carvana.com/vehicle/2492082
248,Kia,Sportage,2015,LX,"88,085 miles","$16,990",['$338/mo'],None,www.carvana.com/vehicle/2328081
249,Kia,Spectra,2009,EX,"86,201 miles","$10,990",['$253/mo'],None,www.carvana.com/vehicle/2491393
250,Kia,Forte,2015,LX,"27,445 miles","$18,990",['$368/mo'],None,www.carvana.com/vehicle/2432763
251,Kia,Cadenza,2015,Premium,"56,163 miles","$19,990",['$378/mo'],None,www.carvana.com/vehicle/2472045
252,Dodge,Ram,2010,Laramie 5 1/2 ft,"88,624 miles","$22,590",['$431/mo'],None,www.carvana.com/vehicle/2490847
253,Kia,Soul,2016,!,"67,787 miles","$17,990",['$341/mo'],None,www.carvana.com/vehicle/2490992
254,Kia,Soul,2016,base,"79,484 miles","$15,990",['$304/mo'],None,www.carvana.com/vehicle/2490963
255,Kia,Optima,2015,LX,"92,029 miles","$15,990",['$319/mo'],None,www.carvana.com/vehicle/2461857
256,Kia,Sorento,2017,LX,"70,373 miles","$19,590",['$371/mo'],None,www.carvana.com/vehicle/2471549
257,Kia,K900,2015,Premium,"87,020 miles","$22,990",['$457/mo'],None,www.carvana.com/vehicle/2126230
258,Dodge,Grand,2019,SE Plus,"68,613 miles","$23,590",['$446/mo'],None,www.carvana.com/vehicle/2461300
259,Kia,Optima,2013,LX,"103,918 miles","$14,990",['$304/mo'],None,www.carvana.com/vehicle/2435222
260,Kia,Sorento,2019,LX,"58,838 miles","$23,990",['$453/mo'],None,www.carvana.com/vehicle/2467202
261,Dodge,Grand,2014,SE,"104,753 miles","$15,990",['$324/mo'],None,www.carvana.com/vehicle/2414540
262,Kia,Rio,2021,S,"37,066 miles","$20,990",['$396/mo'],None,www.carvana.com/vehicle/2467135
263,Kia,Optima,2018,S,"64,730 miles","$20,990",['$397/mo'],None,www.carvana.com/vehicle/2434244
264,Dodge,Grand,2017,SXT,"88,667 miles","$18,990",['$378/mo'],None,www.carvana.com/vehicle/2439598
265,Kia,Sportage,2017,LX,"66,041 miles","$19,990",['$378/mo'],None,www.carvana.com/vehicle/2309050
266,Dodge,Dart,2013,SXT,"73,918 miles","$14,590",['$317/mo'],None,www.carvana.com/vehicle/2445919
267,Kia,K900,2016,Luxury,"78,018 miles","$23,990",['$454/mo'],None,www.carvana.com/vehicle/2446074
268,Dodge,Charger,2015,SXT,"64,382 miles","$22,990",['$435/mo'],None,www.carvana.com/vehicle/2410832
269,Dodge,Challenger,2017,SXT,"68,103 miles","$24,990",['$473/mo'],None,www.carvana.com/vehicle/2413434
270,Kia,Sedona,2017,LX,"48,200 miles","$24,590",['$464/mo'],None,www.carvana.com/vehicle/2475471
271,Kia,Optima,2015,LX,"67,856 miles","$16,990",['$322/mo'],None,www.carvana.com/vehicle/2468474
272,Kia,Forte,2017,S,"81,690 miles","$16,990",['$353/mo'],None,www.carvana.com/vehicle/2475729
273,Kia,Sportage,2017,LX,"45,234 miles","$20,990",['$415/mo'],None,www.carvana.com/vehicle/2468598
274,Dodge,Journey,2015,R/T,"84,011 miles","$16,990",['$342/mo'],None,www.carvana.com/vehicle/2478920
275,Kia,Optima,2016,EX,"52,164 miles","$21,990",['$430/mo'],None,www.carvana.com/vehicle/2468609
276,Kia,Sorento,2016,LX,"77,486 miles","$18,990",['$369/mo'],None,www.carvana.com/vehicle/2475889
277,Kia,Rio,2016,LX,"61,988 miles","$15,590",['$323/mo'],None,www.carvana.com/vehicle/2468587
278,Kia,Forte,2017,LX,"61,464 miles","$16,990",['$337/mo'],None,www.carvana.com/vehicle/2448967
279,Kia,Optima,2016,base,"90,120 miles","$16,590",['$336/mo'],None,www.carvana.com/vehicle/2475864
280,Kia,Optima,2020,LX,"61,665 miles","$21,990",['$431/mo'],None,www.carvana.com/vehicle/2475856
281,Kia,Optima,2013,EX Hybrid,"78,284 miles","$15,990",['$319/mo'],None,www.carvana.com/vehicle/2348009
282,Dodge,Journey,2016,Crossroad,"53,906 miles","$19,990",['$402/mo'],None,www.carvana.com/vehicle/2468544
283,Kia,Rio,2019,S,"37,543 miles","$18,990",['$377/mo'],None,www.carvana.com/vehicle/2482155
284,Dodge,Dart,2016,SE,"77,427 miles","$14,990",['$308/mo'],None,www.carvana.com/vehicle/2475818
285,Kia,Optima,2012,EX,"80,436 miles","$15,590",['$330/mo'],None,www.carvana.com/vehicle/2449123
286,Dodge,Grand,2015,SE,"33,633 miles","$21,990",['$443/mo'],None,www.carvana.com/vehicle/2482065
287,Dodge,Grand,2018,SXT,"86,800 miles","$19,990",['$416/mo'],None,www.carvana.com/vehicle/2475015
288,Kia,K900,2015,Premium,"79,486 miles","$22,590",['$453/mo'],None,www.carvana.com/vehicle/2482227
289,Kia,Sorento,2016,LX,"77,405 miles","$18,990",['$375/mo'],None,www.carvana.com/vehicle/2474905
290,Dodge,Journey,2016,Crossroad Plus,"65,744 miles","$20,590",['$416/mo'],None,www.carvana.com/vehicle/2435606
291,Dodge,Grand,2016,SE,"92,752 miles","$16,590",['$350/mo'],None,www.carvana.com/vehicle/2482252
292,Kia,Soul,2020,S,"39,738 miles","$22,590",['$441/mo'],None,www.carvana.com/vehicle/2371739
293,Kia,Optima,2015,EX,"88,174 miles","$16,990",['$349/mo'],None,www.carvana.com/vehicle/2475144
294,Kia,Sorento,2017,LX,"43,269 miles","$22,990",['$452/mo'],None,www.carvana.com/vehicle/2482206
295,Kia,Optima,2012,EX,"72,120 miles","$16,990",['$360/mo'],None,www.carvana.com/vehicle/2475141
296,Kia,Soul,2016,+,"102,853 miles","$15,990",['$335/mo'],None,www.carvana.com/vehicle/2482423
297,Kia,Sorento,2016,LX,"78,656 miles","$18,990",['$380/mo'],None,www.carvana.com/vehicle/2482439
298,Dodge,Grand,2013,SE,"60,949 miles","$16,990",['$336/mo'],None,www.carvana.com/vehicle/2383189
299,Kia,Forte,2015,LX,"71,377 miles","$14,990",['$308/mo'],None,www.carvana.com/vehicle/2475024
300,Kia,Forte5,2016,LX,"62,684 miles","$16,990",['$337/mo'],None,www.carvana.com/vehicle/2435973
301,Dodge,Challenger,2011,R/T,"75,734 miles","$23,590",['$465/mo'],None,www.carvana.com/vehicle/2445199
302,Kia,Forte,2020,FE,"35,003 miles","$21,990",['$433/mo'],None,www.carvana.com/vehicle/2455775
303,Dodge,Grand,2019,GT,"73,349 miles","$21,590",['$428/mo'],None,www.carvana.com/vehicle/2475361
304,Dodge,Dart,2013,SXT,"87,233 miles","$13,990",['$331/mo'],None,www.carvana.com/vehicle/2422716
305,Dodge,Journey,2017,SXT,"68,202 miles","$17,990",['$355/mo'],None,www.carvana.com/vehicle/2448597
306,Dodge,Grand,2012,Crew,"99,260 miles","$14,990",['$358/mo'],None,www.carvana.com/vehicle/2448568
307,Kia,Forte,2019,LXS,"45,203 miles","$20,990",['$411/mo'],None,www.carvana.com/vehicle/2474454
308,Dodge,Challenger,2012,SXT,"101,362 miles","$17,990",['$378/mo'],None,www.carvana.com/vehicle/2455861
309,Dodge,Journey,2016,SE,"34,120 miles","$19,990",['$397/mo'],None,www.carvana.com/vehicle/2344396
310,Kia,Optima,2017,LX,"90,404 miles","$16,990",['$358/mo'],None,www.carvana.com/vehicle/2481758
311,Kia,Sorento,2016,LX,"86,115 miles","$18,590",['$384/mo'],None,www.carvana.com/vehicle/2455026
312,Dodge,Journey,2015,SE,"92,013 miles","$16,590",['$355/mo'],None,www.carvana.com/vehicle/2445500
313,Dodge,Charger,2014,SE,"82,721 miles","$17,590",['$366/mo'],None,www.carvana.com/vehicle/2454966
314,Dodge,Challenger,2015,Scat Pack,"43,546 miles","$36,990",['$696/mo'],None,www.carvana.com/vehicle/2474605
315,Dodge,Journey,2016,Crossroad Plus,"90,435 miles","$18,590",['$386/mo'],None,www.carvana.com/vehicle/2454938
316,Kia,Optima,2012,LX,"95,417 miles","$14,590",['$305/mo'],None,www.carvana.com/vehicle/2445656
317,Kia,Rio,2013,LX,"47,574 miles","$14,590",['$308/mo'],None,www.carvana.com/vehicle/2447872
318,Kia,Sorento,2013,LX,"100,018 miles","$15,590",['$340/mo'],None,www.carvana.com/vehicle/2482039
319,Kia,Optima,2015,LX,"95,231 miles","$15,990",['$339/mo'],None,www.carvana.com/vehicle/2337348
320,Kia,Forte,2017,LX,"56,128 miles","$16,990",['$350/mo'],None,www.carvana.com/vehicle/2444790
321,Dodge,Journey,2018,SE,"63,396 miles","$19,990",['$397/mo'],None,www.carvana.com/vehicle/2444811
322,Kia,Soul,2016,base,"86,673 miles","$15,990",['$330/mo'],None,www.carvana.com/vehicle/2415770
323,Kia,Soul,2013,+,"65,237 miles","$15,990",['$336/mo'],None,www.carvana.com/vehicle/2474864
324,Kia,Soul,2012,+,"84,852 miles","$14,990",['$331/mo'],None,www.carvana.com/vehicle/2386035
325,Kia,Optima,2011,SX,"67,487 miles","$17,590",['$362/mo'],None,www.carvana.com/vehicle/2444711
326,Kia,Optima,2016,LX,"91,284 miles","$16,990",['$359/mo'],None,www.carvana.com/vehicle/2474834
327,Kia,Optima,2017,LX,"95,568 miles","$16,990",['$344/mo'],None,www.carvana.com/vehicle/2455240
328,Dodge,Journey,2015,SE,"88,202 miles","$15,990",['$348/mo'],None,www.carvana.com/vehicle/2474812
329,Kia,Sorento,2013,SX,"84,518 miles","$17,990",['$378/mo'],None,www.carvana.com/vehicle/2474773
330,Dodge,Journey,2019,SE w/Value Pkg,"61,757 miles","$21,990",['$431/mo'],None,www.carvana.com/vehicle/2488383
331,Kia,Sportage,2013,EX,"26,083 miles","$21,990",['$429/mo'],None,www.carvana.com/vehicle/2378813
332,Dodge,Durango,2015,Limited,"84,656 miles","$24,990",['$513/mo'],None,www.carvana.com/vehicle/2481168
333,Dodge,Challenger,2016,SXT Plus,"61,026 miles","$26,990",['$510/mo'],None,www.carvana.com/vehicle/2454502
334,Dodge,Charger,2016,SXT,"57,368 miles","$24,590",['$483/mo'],None,www.carvana.com/vehicle/2488694
335,Kia,Sorento,2017,LX,"57,229 miles","$22,990",['$444/mo'],None,www.carvana.com/vehicle/2133023
336,Dodge,Grand,2018,GT,"74,948 miles","$22,990",['$454/mo'],None,www.carvana.com/vehicle/2444297
337,Dodge,Journey,2016,SXT,"97,343 miles","$15,990",['$343/mo'],None,www.carvana.com/vehicle/2451572
338,Kia,Soul,2019,base,"29,253 miles","$19,990",['$391/mo'],None,www.carvana.com/vehicle/2478276
339,Dodge,Grand,2016,R/T,"74,584 miles","$20,990",['$413/mo'],None,www.carvana.com/vehicle/2412292
340,Kia,Forte,2014,LX,"72,365 miles","$14,590",['$300/mo'],None,www.carvana.com/vehicle/2454790
341,Kia,Soul,2021,LX,"11,511 miles","$24,990",['$478/mo'],None,www.carvana.com/vehicle/2351377
342,Kia,Rio,2017,LX,"64,963 miles","$15,990",['$322/mo'],None,www.carvana.com/vehicle/2421748
343,Kia,Soul,2020,S,"31,156 miles","$22,990",['$442/mo'],None,www.carvana.com/vehicle/2178255
344,Dodge,Journey,2013,SE,"100,944 miles","$13,590",['$327/mo'],None,www.carvana.com/vehicle/2454762
345,Kia,Sedona,2016,SX,"80,413 miles","$22,990",['$476/mo'],None,www.carvana.com/vehicle/2451470
346,Kia,Sorento,2016,EX,"89,345 miles","$19,990",['$413/mo'],None,www.carvana.com/vehicle/2487923
347,Dodge,Grand,2016,SE,"53,283 miles","$20,590",['$417/mo'],None,www.carvana.com/vehicle/2444392
348,Dodge,Dart,2015,SXT,"103,671 miles","$13,990",['$303/mo'],None,www.carvana.com/vehicle/2451688
349,Kia,Forte,2015,EX,"101,904 miles","$13,990",['$303/mo'],None,www.carvana.com/vehicle/2487877
350,Dodge,Avenger,2014,SE,"83,401 miles","$13,990",['$293/mo'],None,www.carvana.com/vehicle/2421870
351,Dodge,Grand,2019,GT,"72,570 miles","$21,590",['$424/mo'],None,www.carvana.com/vehicle/2477490
352,Dodge,Dart,2014,SXT,"102,109 miles","$13,990",['$311/mo'],None,www.carvana.com/vehicle/2444505
353,Kia,Rio,2013,LX,"66,000 miles","$13,990",['$321/mo'],None,www.carvana.com/vehicle/2477469
354,Dodge,Journey,2016,SE,"82,918 miles","$16,990",['$363/mo'],None,www.carvana.com/vehicle/2480676
355,Kia,Forte,2015,EX,"82,672 miles","$15,990",['$338/mo'],None,www.carvana.com/vehicle/2477651
356,Dodge,Journey,2018,SE,"83,147 miles","$18,990",['$392/mo'],None,www.carvana.com/vehicle/2477648
357,Dodge,Dart,2015,SXT,"78,394 miles","$15,590",['$320/mo'],None,www.carvana.com/vehicle/2480861
358,Dodge,Charger,2015,R/T,"36,604 miles","$31,990",['$602/mo'],None,www.carvana.com/vehicle/2451751
359,Kia,K900,2015,Luxury,"61,020 miles","$23,990",['$472/mo'],None,www.carvana.com/vehicle/2480863
360,Kia,Soul,2014,base,"43,944 miles","$16,990",['$341/mo'],None,www.carvana.com/vehicle/2488148
361,Dodge,Grand,2013,SE,"77,256 miles","$15,990",['$328/mo'],None,www.carvana.com/vehicle/2480838
362,Dodge,Grand,2017,SE,"58,452 miles","$20,990",['$415/mo'],None,www.carvana.com/vehicle/2421926
363,Dodge,Journey,2016,SXT,"76,862 miles","$17,590",['$342/mo'],None,www.carvana.com/vehicle/2444561
364,Kia,Soul,2016,!,"82,831 miles","$16,990",['$343/mo'],None,www.carvana.com/vehicle/2477753
365,Kia,Sportage,2021,LX,"40,233 miles","$25,990",['$490/mo'],None,www.carvana.com/vehicle/2477752
366,Dodge,Journey,2019,SE,"66,011 miles","$21,590",['$423/mo'],None,www.carvana.com/vehicle/2487253
367,Dodge,Grand,2018,GT,"94,996 miles","$20,990",['$432/mo'],None,www.carvana.com/vehicle/2443694
368,Kia,Sorento,2012,EX,"95,999 miles","$15,990",['$343/mo'],None,www.carvana.com/vehicle/2480934
369,Dodge,Charger,2015,SE,"62,495 miles","$20,990",['$419/mo'],None,www.carvana.com/vehicle/2419012
370,Kia,Rio,2014,LX,"93,209 miles","$12,990",['$309/mo'],None,www.carvana.com/vehicle/2487399
371,Kia,Optima,2015,LX,"92,106 miles","$16,990",['$358/mo'],None,www.carvana.com/vehicle/2443792
372,Kia,Optima,2012,EX,"84,439 miles","$15,590",['$343/mo'],None,www.carvana.com/vehicle/2451135
373,Kia,Forte,2016,LX,"22,168 miles","$18,990",['$376/mo'],None,www.carvana.com/vehicle/2451286
374,Kia,Optima,2017,SX Turbo,"75,581 miles","$21,990",['$426/mo'],None,www.carvana.com/vehicle/2487498
375,Dodge,Charger,2016,SXT,"95,265 miles","$20,990",['$428/mo'],None,www.carvana.com/vehicle/2477146
376,Kia,Sedona,2017,LX,"69,020 miles","$21,990",['$431/mo'],None,www.carvana.com/vehicle/2487469
377,Kia,Optima,2015,EX,"30,181 miles","$20,990",['$416/mo'],None,www.carvana.com/vehicle/2487456
378,Kia,Optima,2015,LX,"89,865 miles","$15,990",['$343/mo'],None,www.carvana.com/vehicle/2477083
379,Kia,Sorento,2016,LX,"96,445 miles","$17,990",['$369/mo'],None,www.carvana.com/vehicle/2444135
380,Kia,Optima,2016,LX,"55,897 miles","$18,990",['$378/mo'],None,www.carvana.com/vehicle/2421399
381,Dodge,Journey,2016,SXT,"59,769 miles","$18,990",['$385/mo'],None,www.carvana.com/vehicle/2487656
382,Dodge,Durango,2014,SXT,"102,699 miles","$18,990",['$383/mo'],None,www.carvana.com/vehicle/2477099
383,Kia,Soul,2016,base,"101,070 miles","$14,990",['$315/mo'],None,www.carvana.com/vehicle/2444054
384,Kia,Optima,2013,LX,"83,275 miles","$15,990",['$338/mo'],None,www.carvana.com/vehicle/2421616
385,Kia,Soul,2015,+,"57,056 miles","$17,590",['$356/mo'],None,www.carvana.com/vehicle/2487616
386,Kia,Optima,2014,LX,"65,171 miles","$16,990",['$345/mo'],None,www.carvana.com/vehicle/2484570
387,Kia,Optima,2012,LX,"93,194 miles","$14,590",['$315/mo'],None,www.carvana.com/vehicle/2477280
388,Kia,Optima,2015,LX,"72,635 miles","$16,990",['$341/mo'],None,www.carvana.com/vehicle/2457665
389,Dodge,Grand,2018,GT,"72,341 miles","$22,990",['$460/mo'],None,www.carvana.com/vehicle/2450336
390,Dodge,Journey,2018,SE,"59,565 miles","$19,990",['$397/mo'],None,www.carvana.com/vehicle/2457620
391,Dodge,Dart,2014,SXT,"62,563 miles","$15,990",['$364/mo'],None,www.carvana.com/vehicle/2477450
392,Dodge,Avenger,2013,SXT,"77,667 miles","$14,990",['$321/mo'],None,www.carvana.com/vehicle/2477440
393,Dodge,Challenger,2019,GT,"28,417 miles","$33,990",['$638/mo'],None,www.carvana.com/vehicle/2457911
394,Kia,Forte,2017,LX,"48,869 miles","$16,990",['$340/mo'],None,www.carvana.com/vehicle/2483853
395,Kia,Sedona,2015,LX,"72,091 miles","$17,990",['$370/mo'],None,www.carvana.com/vehicle/2450604
396,Kia,Optima,2009,LX,"75,807 miles","$11,990",['$278/mo'],None,www.carvana.com/vehicle/2487019
397,Kia,Sorento,2021,LX,"47,510 miles","$30,990",['$584/mo'],None,www.carvana.com/vehicle/2486932
398,Kia,Optima,2020,LX,"48,174 miles","$21,990",['$419/mo'],None,www.carvana.com/vehicle/2483976
399,Kia,Sorento,2012,LX,"43,181 miles","$19,990",['$403/mo'],None,www.carvana.com/vehicle/2476599
400,Kia,Forte,2016,EX,"102,964 miles","$15,990",['$335/mo'],None,www.carvana.com/vehicle/2304454
401,Kia,Soul,2017,+,"26,249 miles","$19,590",['$387/mo'],None,www.carvana.com/vehicle/2484104
402,Dodge,Journey,2016,SE,"60,454 miles","$17,990",['$354/mo'],None,www.carvana.com/vehicle/2490365
403,Dodge,Grand,2015,SXT,"79,033 miles","$16,990",['$347/mo'],None,www.carvana.com/vehicle/2484077
404,Dodge,Journey,2018,SE,"56,735 miles","$18,990",['$363/mo'],None,www.carvana.com/vehicle/2490376
405,Kia,Rio,2012,EX,"97,364 miles","$11,990",['$292/mo'],None,www.carvana.com/vehicle/2457109
406,Kia,Sorento,2016,LX,"88,887 miles","$17,990",['$373/mo'],None,www.carvana.com/vehicle/2457129
407,Dodge,Dart,2016,Limited,"57,834 miles","$18,590",['$360/mo'],None,www.carvana.com/vehicle/2483992
408,Dodge,Grand,2019,SE,"57,983 miles","$23,590",['$464/mo'],None,www.carvana.com/vehicle/2476932
409,Kia,Soul,2013,!,"103,860 miles","$14,590",['$311/mo'],None,www.carvana.com/vehicle/2483101
410,Kia,Soul,2015,base,"91,739 miles","$14,990",['$319/mo'],None,www.carvana.com/vehicle/2483312
411,Kia,Forte,2015,LX,"87,245 miles","$14,590",['$311/mo'],None,www.carvana.com/vehicle/2457392
412,Kia,Sedona,2015,LX,"91,640 miles","$16,990",['$358/mo'],None,www.carvana.com/vehicle/2323223
413,Kia,Sorento,2014,SX,"78,800 miles","$20,990",['$417/mo'],None,www.carvana.com/vehicle/2152636
414,Dodge,Dart,2015,SXT,"74,200 miles","$14,990",['$312/mo'],None,www.carvana.com/vehicle/2483281
415,Dodge,Grand,2017,SXT,"73,060 miles","$19,990",['$399/mo'],None,www.carvana.com/vehicle/2463663
416,Dodge,Dart,2015,SXT,"103,561 miles","$13,990",['$303/mo'],None,www.carvana.com/vehicle/2450201
417,Kia,Soul,2017,+,"61,172 miles","$17,990",['$359/mo'],None,www.carvana.com/vehicle/2463995
418,Kia,Sorento,2011,SX,"71,763 miles","$17,590",['$361/mo'],None,www.carvana.com/vehicle/2453453
419,Kia,Soul,2012,+,"29,465 miles","$18,590",['$390/mo'],None,www.carvana.com/vehicle/2489840
420,Kia,Niro,2017,LX,"81,328 miles","$20,590",['$429/mo'],None,www.carvana.com/vehicle/2489782
421,Dodge,Grand,2013,SXT,"67,030 miles","$15,990",['$327/mo'],None,www.carvana.com/vehicle/2483495
422,Kia,Soul,2015,base,"99,188 miles","$14,990",['$323/mo'],None,www.carvana.com/vehicle/2346347
423,Dodge,Charger,2015,SXT,"79,528 miles","$21,990",['$445/mo'],None,www.carvana.com/vehicle/2482693
424,Kia,Optima,2015,LX,"93,425 miles","$15,590",['$327/mo'],None,www.carvana.com/vehicle/2463162
425,Kia,Optima,2016,base,"74,551 miles","$18,990",['$374/mo'],None,www.carvana.com/vehicle/2490124
426,Dodge,Avenger,2014,SE,"76,453 miles","$14,990",['$343/mo'],None,www.carvana.com/vehicle/2490079
427,Dodge,Dart,2016,GT,"44,977 miles","$20,990",['$420/mo'],None,www.carvana.com/vehicle/2424076
428,Dodge,Charger,2014,SXT Plus,"70,163 miles","$20,990",['$416/mo'],None,www.carvana.com/vehicle/2394123
429,Dodge,Durango,2015,SXT Plus,"69,910 miles","$28,990",['$548/mo'],None,www.carvana.com/vehicle/2387780
430,Dodge,Dart,2016,GT Sport Blacktop,"93,200 miles","$15,990",['$348/mo'],None,www.carvana.com/vehicle/2483071
431,Dodge,Journey,2019,SE,"36,239 miles","$22,990",['$448/mo'],None,www.carvana.com/vehicle/2463437
432,Dodge,Challenger,2014,SXT,"76,159 miles","$20,990",['$413/mo'],None,www.carvana.com/vehicle/2456102
433,Kia,Forte,2016,LX,"20,924 miles","$18,990",['$372/mo'],None,www.carvana.com/vehicle/2453123
434,Kia,Rio,2021,S,"35,371 miles","$20,990",['$399/mo'],None,www.carvana.com/vehicle/2489320
435,Kia,Forte,2016,LX,"97,926 miles","$14,990",['$319/mo'],None,www.carvana.com/vehicle/2463610
436,Dodge,Journey,2017,Crossroad Plus,"93,149 miles","$19,590",['$406/mo'],None,www.carvana.com/vehicle/2463510
437,Kia,Soul,2012,!,"95,582 miles","$13,590",['$291/mo'],None,www.carvana.com/vehicle/2456441
438,Dodge,Charger,2016,SXT,"83,944 miles","$21,990",['$454/mo'],None,www.carvana.com/vehicle/2453218
439,Kia,Soul,2021,LX,"8,960 miles","$23,990",['$454/mo'],None,www.carvana.com/vehicle/2489421
440,Kia,Rio,2015,LX,"73,873 miles","$13,990",['$283/mo'],None,www.carvana.com/vehicle/2462727
441,Kia,Sorento,2020,LX,"60,755 miles","$26,590",['$502/mo'],None,www.carvana.com/vehicle/2453193
442,Dodge,Dart,2013,Limited,"75,359 miles","$15,590",['$343/mo'],None,www.carvana.com/vehicle/2397468
443,Kia,Soul,2016,base,"57,781 miles","$16,990",['$337/mo'],None,www.carvana.com/vehicle/2462687
444,Kia,Forte,2016,LX,"77,987 miles","$15,990",['$327/mo'],None,www.carvana.com/vehicle/2453155
445,Kia,Sorento,2015,EX,"52,754 miles","$21,590",['$436/mo'],None,www.carvana.com/vehicle/2486346
446,Dodge,Journey,2017,SE,"18,177 miles","$21,990",['$438/mo'],None,www.carvana.com/vehicle/2453333
447,Kia,Sedona,2016,LX,"71,969 miles","$20,590",['$414/mo'],None,www.carvana.com/vehicle/2332796
448,Kia,Optima,2020,LX,"61,362 miles","$21,990",['$431/mo'],None,www.carvana.com/vehicle/2247983
449,Dodge,Grand,2015,SE,"8,686 miles","$22,590",['$449/mo'],None,www.carvana.com/vehicle/2489501
450,Kia,Sorento,2016,LX,"87,537 miles","$18,990",['$388/mo'],None,www.carvana.com/vehicle/2462805
451,Kia,Soul,2016,base,"55,944 miles","$16,990",['$340/mo'],None,www.carvana.com/vehicle/2489510
